epoch, train_loss, train_acc, val_loss, val_acc, epoch_time
0, 9.647552691730265, 65.774, 1.0889122083686646, 76.63, 244.12143850326538
1, 1.1309570445801718, 74.028, 0.8269219251602135, 80.58999999999999, 246.8188030719757
2, 1.0056310877084942, 75.554, 0.7898812618562236, 79.82000000000001, 240.85053372383118
3, 0.9113301288519026, 77.31, 0.6807141632898397, 82.12, 241.61712527275085
4, 0.834286299764255, 78.62599999999999, 0.6962175496810993, 82.92, 238.69176030158997
5, 0.7679210614897751, 79.58, 0.5397249767405363, 86.06, 240.334947347641
6, 0.712109045325811, 80.67800000000001, 0.5878302530831594, 83.36, 238.9457347393036
7, 0.6675550986365668, 81.71199999999999, 0.524997730779476, 85.91, 240.81074690818787
8, 0.6260256692437437, 82.63000000000001, 0.46907321724876255, 86.86, 241.53971004486084
9, 0.5924581599444623, 83.284, 0.4568230615401526, 86.61, 241.07798528671265
10, 0.5523586817881265, 83.904, 0.42454515574087726, 87.97, 243.14827942848206
11, 0.5204294137325486, 84.55, 0.4035379900591093, 87.97, 242.5661962032318
12, 0.4907819789764176, 85.492, 0.4194696997852054, 87.39, 240.57560396194458
13, 0.4653497755778813, 85.98, 0.39779454459608793, 87.77000000000001, 240.93616366386414
14, 0.4444179409349524, 86.188, 0.4072651214801547, 86.71, 241.0006341934204
15, 0.41800641587320436, 86.82, 0.39087621526764654, 87.71, 237.92706108093262
16, 0.3934778287789953, 87.336, 0.5543255615724697, 83.05, 242.59934282302856
17, 0.38023293868516567, 87.71, 0.40635109906948674, 87.79, 243.58638072013855
18, 0.35955282938485733, 88.346, 0.3183245563631857, 89.21, 239.72075629234314
19, 0.3437355287059906, 88.64, 0.29018350789361574, 90.42, 240.56460690498352
20, 0.33024249214137347, 88.946, 0.30912440853559964, 90.01, 240.86590814590454
21, 0.3163086899061334, 89.384, 0.3451882502073792, 88.79, 242.11891770362854
22, 0.308021877248557, 89.756, 0.26052612819988996, 91.5, 241.1403613090515
23, 0.2961504075831256, 89.838, 0.26963686337038617, 91.16, 239.199862241745
24, 0.28383167635738954, 90.376, 0.26858387830584335, 91.11, 243.50013136863708
25, 0.2826080252150074, 90.46, 0.25591627506932957, 91.55, 244.99904584884644
26, 0.2652459059233422, 90.858, 0.2558479157263039, 91.53, 241.6315040588379
27, 0.262521536993059, 90.89399999999999, 0.23926343308152836, 91.9, 241.91452407836914
28, 0.25440571450524135, 91.156, 0.25184712039158197, 91.86, 241.72211742401123
29, 0.24315393539705077, 91.562, 0.28008731451092844, 90.97, 241.3431978225708
30, 0.23936323480451246, 91.702, 0.2614133177299764, 91.2, 240.41718745231628
31, 0.2413975753267534, 91.842, 0.27856580167185363, 91.06, 242.51339983940125
32, 0.22980944732265274, 92.0, 0.35072248089027613, 88.53999999999999, 241.02085137367249
33, 0.22470373446934935, 92.194, 0.24105316505296104, 92.03, 241.20818305015564
34, 0.22166008786796232, 92.38199999999999, 0.5006404330475801, 84.32, 240.90231013298035
35, 0.2157787213797005, 92.464, 0.5453557664095376, 82.69, 240.70175170898438
36, 0.20860960402556356, 92.728, 0.3117917961593036, 90.36999999999999, 242.75177383422852
37, 0.20029048360267468, 93.27, 0.2809950922236238, 91.2, 242.39864420890808
38, 0.2053537594696127, 92.93400000000001, 0.26025360204006265, 91.97999999999999, 241.51046466827393
39, 0.1933081089094616, 93.35799999999999, 0.3823063814582345, 88.47, 242.0729579925537
40, 0.19533470892292437, 93.398, 0.28867236491516135, 91.03999999999999, 240.60834336280823
41, 0.18954417613807906, 93.634, 0.41181859214311933, 89.17, 241.63717412948608
42, 0.18591131855610804, 93.636, 0.43948698634878164, 88.92, 240.58786368370056
43, 0.18027452291622392, 93.89, 0.34743514849552454, 90.02, 241.76110553741455
44, 0.180236256831665, 93.91000000000001, 0.3028604290303026, 90.47, 239.10226035118103
45, 0.18020790050154847, 93.928, 0.38170614513522894, 88.9, 240.62418866157532
46, 0.17464576415163738, 94.024, 0.2998803839142742, 90.53999999999999, 247.47886276245117
47, 0.1706123717458462, 94.27799999999999, 0.3231934924071126, 90.25999999999999, 244.01193523406982
48, 0.17293558335733766, 94.204, 0.29036809821192067, 91.07, 242.02480626106262
49, 0.16434649624583741, 94.606, 0.3187508762920041, 91.0, 244.7238414287567
50, 0.16321766579538438, 94.502, 0.293466636688873, 91.83, 239.89956068992615
51, 0.16449708686358072, 94.73, 0.2573615421771993, 92.83, 242.48093271255493
52, 0.15955749443163747, 94.692, 0.3313171786915284, 90.34, 244.8330180644989
53, 0.1618227769248735, 94.552, 0.39451708890002407, 88.13, 242.41803455352783
54, 0.1536787367645162, 95.078, 0.29179584587817803, 92.17999999999999, 240.30268025398254
55, 0.1555078981519022, 94.93599999999999, 0.3410213854495982, 90.79, 243.48900032043457
56, 0.15093059418233334, 95.016, 0.28977236516967764, 91.51, 243.11195492744446
57, 0.14943641781486516, 95.196, 0.30609500129670714, 91.83, 244.36554741859436
58, 0.14330324829120245, 95.37, 0.3515059640340512, 90.99000000000001, 242.8851020336151
59, 0.14920327816446188, 95.11800000000001, 0.26448734875248314, 92.61, 238.98789143562317
60, 0.14259329410690694, 95.35, 0.2763126391628357, 92.51, 243.10802054405212
61, 0.15324453636234459, 95.334, 0.25573953458141574, 93.04, 246.44367671012878
62, 0.13702857811314412, 95.44200000000001, 0.29098849498160495, 91.97999999999999, 245.75260376930237
63, 0.1418682427249443, 95.43199999999999, 0.25862176418427807, 92.64, 242.20729732513428
64, 0.13455706520072824, 95.646, 0.38108264393717467, 90.98, 242.1627869606018
65, 0.14009986532656854, 95.492, 0.3941909165932528, 90.28, 242.10835456848145
66, 0.13645354449191419, 95.624, 0.32098761921703073, 91.78, 237.25698900222778
67, 0.13643291838698113, 95.584, 0.30550719893458644, 92.45, 241.46919965744019
68, 0.1299219187003059, 95.848, 0.3662868351735003, 90.69, 241.94077968597412
69, 0.13160270229851764, 95.82000000000001, 0.300451679416874, 92.73, 244.5644245147705
70, 0.12953889188246565, 95.854, 0.3014259073938768, 92.54, 249.89397644996643
71, 0.142216592189069, 95.732, 0.23866659079705346, 93.65, 245.8950695991516
72, 0.12446621516544398, 95.896, 0.3035013909231614, 91.61, 241.06812047958374
73, 0.1264897147017124, 95.956, 0.3228385059465692, 91.53999999999999, 245.6719090938568
74, 0.12631682843127368, 95.966, 0.3218574264402431, 91.91, 249.53686475753784
75, 0.12790992983852648, 95.94200000000001, 0.4367513572202224, 89.64, 245.7153022289276
76, 0.12420300636999962, 96.122, 0.4077322143213535, 89.45, 249.7346351146698
77, 0.12301640026792246, 96.068, 0.327240527203146, 92.2, 245.80037689208984
78, 0.12268709524055202, 96.158, 0.31500774832326517, 92.13, 243.34740447998047
79, 0.11967252654221744, 96.17999999999999, 0.2992446120475426, 92.04, 243.1346893310547
80, 0.12118094142344807, 96.218, 0.29971459051279437, 93.11, 241.47750782966614
81, 0.13314529828922742, 96.122, 0.26389147761323434, 93.38, 240.85001587867737
82, 0.11252322835213233, 96.348, 0.29721690730412254, 93.23, 243.7350513935089
83, 0.11512108159929324, 96.418, 0.32887775848061807, 91.24, 245.76090383529663
84, 0.11833306528184862, 96.292, 0.30040543987865126, 91.96, 242.71441626548767
85, 0.11959916517812769, 96.31, 0.34262619678530815, 92.29, 245.84345984458923
86, 0.11810374708854898, 96.304, 0.31780160320197304, 92.24, 243.87493133544922
87, 0.11409386548702816, 96.37400000000001, 0.32424014500767645, 91.94, 244.42172574996948
88, 0.11424455381356338, 96.462, 0.4165077214946442, 89.73, 242.20485091209412
89, 0.11381694531117968, 96.458, 0.30280805109876996, 92.39, 245.4138216972351
90, 0.11287913837685264, 96.54599999999999, 0.3063203798574127, 92.27, 248.97038173675537
91, 0.1207624338935711, 96.59400000000001, 0.2761229286102314, 93.51, 242.35012650489807
92, 0.10869917235987707, 96.49600000000001, 0.30014152808938277, 92.73, 241.70629405975342
93, 0.11308772855615809, 96.408, 0.33236474614799033, 91.9, 245.2591106891632
94, 0.11219161401575527, 96.512, 0.38231488357757726, 92.52, 256.4256269931793
95, 0.11311291434298122, 96.568, 0.311446775920832, 92.12, 251.6772153377533
96, 0.11251774567294431, 96.60600000000001, 0.4015142332620152, 91.12, 241.65419554710388
97, 0.11133395714417386, 96.528, 0.32042089042218735, 93.16, 242.9956657886505
98, 0.11171793646386595, 96.49799999999999, 0.3251092752870073, 90.81, 241.26847195625305
99, 0.11095599964796302, 96.504, 0.3890169011909369, 92.24, 239.87433552742004
100, 0.1086168069777832, 96.664, 0.6903851907603628, 84.06, 244.55045986175537
101, 0.12086981552951467, 96.664, 0.2840163584087894, 93.61, 240.26476645469666
102, 0.10618113947389432, 96.622, 0.2757645226604864, 93.26, 240.1195833683014
